
texto, rótulo, rótulo_texto
"Ele definitivamente deveria deixar um criador mais capaz do que ele dirigir seus roteiros.",0,subjective
"É horror, sofrimento, desespero, besteira.",0,subjetivo
"Eu não rolava de rir, porque essa comédia não é tão engraçada, mas graças ao elenco e à boa representação da Paris da guerra, cheia de combatentes da resistência, nazistas e colaboradores, vale a pena assistir.",0,subjective
"Na metade do caminho, o primeiro recurso de Star Trek é uma peça de conversa bastante desinteressante que se beneficia principalmente de seu universo serializado e não se preocupa em incluir o espectador desinformado.",0,subjective
"Mas para pessoas com ČT1, ČT2, N@VA e Prima, pode ser uma bomba de série um pouco abaixo da média.. :-!",0,subjective
"O que Stallone tentou fazer, quase falhou, Rodriguez conseguiu perfeitamente.",0,subjective
Para mim, o enredo de todo o filme só pode ser descrito por uma palavra, chato.,0,subjetivo
"É um feito inegavelmente único - a caverna, que foi descoberta por espeleólogos amadores, pode ser admirada pelo público graças a um filme espeleológico amador (mas tecnicamente extremamente bem-sucedido).",0,subjetivo
"O elenco é de primeira qualidade e além de personagens familiares, temos adições lindas e bem escolhidas.",0,subjetivo
A própria criminosa não tinha muito a oferecer.,0,subjetivo
Apesar de todo o hype e aparições, o segundo Expendables é visivelmente mais fraco que o primeiro.,0,subjetivo
"A terceira série é uma merda completamente inútil, chata e chata, durante a qual eu pensei que a série tinha acabado para mim, felizmente a quarta série começou e finalmente começou a ser interessante, eu classifico como 5*. A quinta e a sexta também são TOP.",0,subjetivo
Mas eu estava muito enganado.,0,subjetivo
"Um dos melhores filmes da carreira de Van Damme, logo após Bloodsport e Kickboxer",0,subjetivo
"E embora existam cerca de 12 anões, apenas três conseguem falar, o que na minha opinião não é suficiente quando a filmagem é superior a duas horas e meia.",0,subjective
"Não é ruim, mas eu esperava que o filme tratasse literalmente de apenas alguns minutos.",0,subjective
"Uma sondagem interessante na história... em termos de roteiro, não há praticamente nada a reclamar :-) e é bom que o filme interprete a história tão fielmente ... o que é completamente inútil, no entanto, é a tentativa de fazer um filme de arte... um monte de fotos bregas de céu dramático, várias câmeras lentas, composições de cores... acho que mais crueza e autenticidade seria um benefício muito maior... desse jeito é apenas um belo espetáculo, mas não não atingiu você tão bem quanto deveria.",0,subjective
O som aqui apenas se comporta de forma inconsistente e os monstros reagem a ele de forma inconsistente...,0,subjetivo
"Chris Evans como Capitão América, parabéns.",0,subjetivo
"(Ainda me considero um leigo) Isso não deveria ter o apelido de 'Início', mas sim de FIM, e acima de tudo, a palavra que infunde terror em nós, os incrédulos, mesmo depois de anos...",0,subjetivo
A classificação do lixo ainda é moderada Ps aqueles que destruíram o Diary of the Dead do Romero, eu estaria interessado na classificação deles dessa merda.,0,subjetivo
"O desfecho final do filme foi bem divertido e descobri que Lenzi me pegou bem agora.",0,subjective
Bem, é um filme para o núcleo... absolutamente para o núcleo dos ossos e membranas cerebrais.. é o mais nojento e ao mesmo tempo o melhor filme de campanha antidrogas que eu já vi...,0,subjetivo
"Mesmo que eu odeie hóquei, este foi um bom relógio e correu bem.",0,subjective
"O resto dos atores eram bons de qualquer forma, Katsuragi era nojento comendo picles, a amiga de Yukari era bem chata, assim como o inspetor de polícia.",0,subjective
"A última comédia do mestre do gênero - Juliusz Machulski (Sexmise, Kiler, Quanto pesa o cavalo de Tróia), que desta vez decidiu criar uma mistura revolucionária: combinar humor com elementos de horror.",0,subjetivo
Edit: depois de 6 episódios me tornei fã da série.,0,subjetivo
"Não sei o que elogiar primeiro, a música linda e minimalista de Newman ou a dupla perfeitamente tocada de Winslet /",0,subjetivo
Impressão geral, levando em consideração a natureza televisiva do filme: 50%.,0,subjetivo
"As You Like It é uma das minhas comédias clássicas favoritas, tem todas as falas imortais que vêm à mente quando você diz Will Shakespeare...",0,subjective
Perpetuamente para baixo McCounaughey e sua rotina diária não tão divertida.,0,subjetivo
"Nada revolucionário, mas também não é ruim!",0,subjetivo
"Cada linha de Sheldon é simplesmente única (não, ainda não cansei dele) e os outros personagens se complementam muito bem.............",0,subjective
"100 minutos seriam suficientes para isso, pelo menos seria um passeio de ação.",0,subjetivo
"A história é absolutamente fascinante, a divisão em capítulos ajuda o clima e facilita o acompanhamento.",0,subjective
"É difícil avaliar um filme assim, a coragem de filmar algo sobre esse tema é grande.",0,subjective
A história de vida do Coronel Claus von Stauffenberg foi muito bem traduzida para a tela.,0,subjetivo
"Doce, romântico, divertido, mas ao mesmo tempo com personagens que você não gosta muito.",0,subjective
"We Own the Night não tem absolutamente nada a ver com seus dois antecessores, mas graças ao bom desempenho do meu impopular Phoenix, que foi uma grande surpresa para mim, e do relativamente velho R. Duvall, que nunca decepciona.",0, subjetivo
"Todo mundo ao seu redor tenta conversar, brincar e se expressar.",0,subjetivo
"Eu estava debatendo se deveria dar três ou quatro estrelas, mas decidi dar 3,5*, ou seja, três melhores.",0,subjective
"Pelo menos a ideia em si é perfeita (depois de Matrix ou do Gamer mais civilizado ou do colorido Avatar, filmes semelhantes estarão esperando por nós com mais frequência), e eu diria que mais cedo ou mais tarde definitivamente o veremos (eu apenas dizer que depois de ficar deitado o dia todo nossa civilização ficará ainda mais gorda, provavelmente como em Wall-e).",0,subjetivo
"Poucos de vocês podem imaginar, mas ele vai ganhar rouxinóis mesmo depois de morto.",0,subjective
"E como acho que não há muitos fãs de automobilismo aqui, acho que a classificação geral do filme é um pouco superestimada.",0,subjective
"Natureza linda, francês compreensível - fiquei simplesmente fascinado por este filme.",0,subjective
"Muitos diálogos entre os atores principais, nos quais tudo é realmente baseado, mas não importa porque é engraçado e aos poucos aprendemos algo mais sobre os personagens e também observamos como o amor cresce entre eles.",0,subjetivo
"É um filme tão chato que lutei muito para não dormir e assisti até o fim.",0,subjective
"De qualquer forma, um filme processado de forma mais inteligente pode cumprir uma função semelhante.",0,subjetivo
E a vadia loira nem mostrou os peitos!,0,subjetivo
"Talvez exatamente o oposto, é o gênero certo para Vlasta Burian.",0,subjetivo
"Uma grande vantagem é definir a história no mundo da arte, leilões de arte e antiguidades.",0,subjective
"Isso mostra que Jean-Claude também pode desempenhar um papel onde 1 tiro = 1 frase não se aplica.",0,subjective
"Você criou o romance mais bonito dos últimos anos, puro e claro como lagos escoceses...",0,subjetivo
"Câmera absolutamente impossível, eu provavelmente fotografaria melhor com um tripé caseiro.",0,subjetivo
Eu estava esperando algum tipo de pesadelo surreal, e o que recebi foi essa aventura pós-moderna absolutamente insana.,0,subjetivo
"No começo, o filme parecia bastante animador para mim, mas aos poucos foi se tornando cada vez mais chato.",0,subjective
Como fã de ficção científica, coloco essa peça entre os dez primeiros.,0,subjetivo
"O nível de desprezo, incompetência e falsidade não é significativamente diferente.",0,subjetivo
"A propósito, essa atriz tem um potencial enorme, valeria a pena desenvolvê-lo e dar a ela mais oportunidades de mostrar seu talento.",0,subjetivo
Baby Driver também é muitas vezes mais engraçado que a Trilogia Sangue e Sorvete ou Scott Pilgrim, eu realmente tive ataques de riso às vezes.,0,subjetivo
Pretendo homenagear o recém-falecido R. Williams com esta exibição e outros filmes.,0,subjetivo
"Enquanto eu fiquei entediado no meio do livro, isso não aconteceu com o filme e eu gostei da poética de Burton por todos os 128 minutos.",0,subjective
Um dos meus filmes de infância favoritos.,0,subjetivo
"Ótima comédia de terror de ficção científica de filme B que eu amo desde a infância.",0,subjective
"O drama de guerra emocionalmente poderoso é um impressionante mosaico cinematográfico que retrata a tragédia da vida de pessoas subitamente colocadas umas contra as outras sob a mira de uma arma.",0,subjective
"Além disso, o comportamento dos personagens aqui parecia surpreendentemente lógico e realista, os criadores não escorregaram desnecessariamente em algumas improbabilidades e absurdos loucos, mas apenas se prenderam ao medo puro crível, impulsos humanos reais, personagens e o desejo de sobreviver, tão seriamente não é divertido.",0 , subjetivo
"Está claro para mim que não é exatamente uma representação realista de uma típica família medieval, mas ainda assim gostei de todos os personagens e estou muito feliz em voltar a eles.",0,subjective
"E eu não diria que é porque Bale não sabe atuar - um personagem mal escrito é mal interpretado.",0,subjective
"Não é que eu não goste do humor de Stiller, é só que ele não prende meu interesse durante todo o filme.",0,subjective
"O fascínio dele pela nudez absoluta também está próximo de mim e também compartilho a ideia de que mulheres desamarradas e confortáveis ​​com vista não são equivalentes a cachimbos estúpidos!:-)",0,subjective
"Talvez esse filme também tenha um enredo, mas só me lembro dele é de Raquel Welch de biquíni branco.",0,subjective
"Como não sou um grande fã de ficção científica (Star Wars não conta), não pude evitar, mas só gostei de algumas partes do filme (a bala da Primeira Guerra Mundial), mas fora isso pura média.",0 ,subjetivo
Uma excelente escolha para programação de TV tarde da noite de fim de semana.,0,subjetivo
grande suspense mistério desastre filme com final incrível.,0,subjetivo
"Não mostra quase nenhum erotismo, há apenas pequenas dicas.",0,subjetivo
"Não tem muita coisa acontecendo, mas ainda assim gostei mais do que o primeiro X-Men.",0,subjetivo
"O fato de eles se encaixarem lindamente no set, já vimos em Crazy Stupid Love, neste caso eles só confirmam.",0,subjective
"O novo Bond interpretado por Daniel Craig suprimiu perfeitamente todo o charme de Bond o máximo possível.",0,subjective
Além disso, é uma boa mudança de todos os tipos de fantasmas e demônios clássicos, e também é finalmente aperfeiçoado nos índios depois de muito tempo.,0,subjetivo
"O sentimento geral é muito positivo e este filme manteve seu charme até agora, um item claramente cult.",0,subjective
"É um filme B de ação decente com um Ethan surpreendentemente bom no papel principal, que tem pulseiras digitais costuradas em seu pulso e não tem muito tempo sobrando.",0,subjective
Ele puxa você para a história melhor do que IMAX :-).,0,subjetivo
"Depois de revelar o ponto final, quando você puder rir com vontade, você perdoará Vojta Snowboarders e apreciará a atuação sutil de Ondřej Sokol, seus quatro por cento Richard foi uma cereja no topo do bolo.",0,subjective
